gene	TCGA.HV.A7OP.01	TCGA.2L.AAQM.01	TCGA.3A.A9IO.01	TCGA.3A.A9IL.01	TCGA.3A.A9IR.01	TCGA.3A.A9IJ.01	TCGA.3A.A9IN.01	TCGA.3A.A9IV.01	TCGA.3A.A9IS.01	TCGA.Q3.A5QY.01	TCGA.IB.7889.01	TCGA.IB.AAUM.01	TCGA.3A.A9I5.01	TCGA.F2.6880.01	TCGA.3A.A9I9.01	TCGA.2J.AABV.01	TCGA.IB.A6UG.01	TCGA.LB.A8F3.01	TCGA.FB.AAQ3.01	TCGA.FB.AAQ6.01	TCGA.HZ.7289.01	TCGA.US.A776.01	TCGA.FB.AAPP.01	TCGA.HZ.A49H.01	TCGA.IB.7887.01	TCGA.F2.A8YN.01	TCGA.3E.AAAZ.01	TCGA.HZ.A8P0.01	TCGA.HZ.A49I.01	TCGA.S4.A8RP.01	TCGA.RB.A7B8.01	TCGA.HZ.7924.01	TCGA.F2.6879.01	TCGA.IB.7644.01	TCGA.HZ.8638.01	TCGA.HV.A5A4.01	TCGA.FB.A78T.01	TCGA.H8.A6C1.01	TCGA.IB.A5SP.01	TCGA.US.A77G.01	TCGA.YY.A8LH.01	TCGA.HZ.A8P1.01	TCGA.IB.AAUU.01	TCGA.Q3.AA2A.01	TCGA.S4.A8RM.01	TCGA.2L.AAQA.01	TCGA.2L.AAQI.01	TCGA.2L.AAQJ.01	TCGA.HV.AA8X.01	TCGA.2J.AAB1.01	TCGA.2J.AABA.01	TCGA.FB.AAPQ.01	TCGA.FB.AAPU.01	TCGA.FB.AAPY.01	TCGA.US.A779.01	TCGA.FB.AAQ0.01	TCGA.IB.7649.01	TCGA.F2.A44H.01	TCGA.3A.A9I7.01	TCGA.IB.7647.01	TCGA.IB.7652.01	TCGA.IB.7888.01	TCGA.2J.AABF.01	TCGA.IB.7897.01	TCGA.HZ.8519.01	TCGA.HZ.7920.01	TCGA.IB.8126.01	TCGA.HZ.7918.01	TCGA.IB.AAUT.01	TCGA.HZ.8317.01	TCGA.2J.AAB9.01	TCGA.F2.7273.01	TCGA.IB.AAUR.01	TCGA.HZ.8002.01	TCGA.3A.A9IX.01	TCGA.HZ.A49G.01	TCGA.F2.7276.01	TCGA.HZ.8637.01	TCGA.IB.7891.01	TCGA.XD.AAUG.01	TCGA.2J.AAB8.01	TCGA.IB.A5ST.01	TCGA.HZ.A77P.01	TCGA.IB.7645.01	TCGA.FB.A4P5.01	TCGA.XN.A8T5.01	TCGA.IB.AAUP.01	TCGA.2J.AABT.01	TCGA.2J.AABP.01	TCGA.IB.7651.01	TCGA.HZ.7922.01	TCGA.IB.7886.01	TCGA.IB.7893.01	TCGA.HZ.8315.01	TCGA.H6.A45N.01	TCGA.US.A774.01	TCGA.HZ.A77Q.01	TCGA.FB.A7DR.01	TCGA.HZ.7925.01	TCGA.IB.AAUS.01	TCGA.FB.AAPS.01	TCGA.IB.7890.01	TCGA.IB.7646.01	TCGA.IB.A5SO.01	TCGA.HZ.8636.01	TCGA.IB.A7M4.01	TCGA.OE.A75W.01	TCGA.HV.A7OL.01	TCGA.2L.AAQL.01	TCGA.HZ.A9TJ.01	TCGA.2J.AABE.01	TCGA.2J.AAB4.01	TCGA.2J.AABH.01	TCGA.F2.A44G.01	TCGA.S4.A8RO.01	TCGA.3A.A9J0.01	TCGA.IB.A5SQ.01	TCGA.HZ.A4BK.01	TCGA.HZ.A77O.01	TCGA.FB.AAQ1.01	TCGA.IB.8127.01	TCGA.HZ.7919.01	TCGA.PZ.A5RE.01	TCGA.YB.A89D.01	TCGA.IB.7885.01	TCGA.HZ.8005.01	TCGA.H6.8124.01	TCGA.FB.A545.01	TCGA.HV.A5A3.01	TCGA.HV.A5A6.01	TCGA.HZ.A4BH.01	TCGA.M8.A5N4.01	TCGA.FB.A5VM.01	TCGA.IB.A5SS.01	TCGA.US.A77E.01	TCGA.IB.A6UF.01	TCGA.LB.A7SX.01	TCGA.IB.A7LX.01	TCGA.XN.A8T3.01	TCGA.YH.A8SY.01	TCGA.3A.A9IC.01	TCGA.F2.A7TX.01	TCGA.IB.AAUN.01	TCGA.IB.AAUO.01	TCGA.2L.AAQE.01	TCGA.3A.A9IB.01	TCGA.3A.A9IH.01	TCGA.3A.A9IU.01	TCGA.XD.AAUL.01	TCGA.2J.AAB6.01	TCGA.2J.AABI.01	TCGA.2J.AABO.01	TCGA.2J.AABU.01	TCGA.3A.A9IZ.01	TCGA.FB.AAPZ.01	TCGA.FB.AAQ2.01	TCGA.XD.AAUI.01	TCGA.IB.AAUQ.01
KLK8	475.6588	0	0	2.681	0	0	0	0	0	254.1709	7.0045	1.4337	1.2005	0	1585.2351	27.2126	28.7022	1.5228	1483.2122	687.6244	14.0094	3.9196	57.6039	24.9377	75.3263	857.8558	43.1862	1986.2962	1.6504	47.6178	0	2.9676	91.7727	29.7546	71.2257	251.7571	65.7511	55.9159	1116.5204	69.7125	70.1135	1.7964	0.4261	103.8212	0.4158	401.4358	102.7334	697.4109	297.8128	245.1073	391.3199	4.4872	78.471	568.402	338.2689	197.4469	125.936	10.7159	240.038	346.5499	39.1678	0.5504	149.386	2.1684	254.1949	1.8804	4.8031	0.409	2.3923	264.5597	237.4169	1.0645	0.4509	5.3476	20.0102	123.9333	52.9136	1.9212	1.2866	64.8649	233.1751	918.8379	77.7262	1.6632	146.0759	256.5375	388.8321	182.5031	0	437.76	784.7366	164.0242	67.7511	260.9807	131.2783	90.9389	494.1246	158.1804	1363.7622	148.8241	156.2414	7.1742	128.5685	74.8896	516.4764	48.6939	367.1847	1583.1177	76.0495	0	997.6384	91.633	0	526.8929	9.0772	802.7093	722.6172	170.622	46.6214	23.4824	386.298	293.4009	132.9579	719.8921	371.0934	243.6438	46.5464	51.4383	366.6406	105.7227	589.6472	1232.3377	1594.5644	251.8607	1292.6332	176.044	1267.9578	65.2076	5.0791	594.2056	1535.1704	770.8883	45.9247	33.7329	62.5394	164.4664	667.1803	3204.4728	388.183	387.7018	0.3628	937.7244	550.5895	779.1078	133.9609	87.9013	307.5433	746.7411
LAGE3	2455.5669	678.9318	397.7758	831.6365	513.9923	684.1335	709.5843	543.2861	186.7333	439.2986	395.5501	341.2186	1024.0096	451.6723	620.9632	820.4724	444.9997	800.5076	551.9271	495.7746	659.6968	481.1367	431.2294	380.7149	292.8966	471.239	205.6844	351.072	363.6364	282.1599	404.4205	151.8703	267.3734	204.6012	189.467	268.1354	350.8115	370.6897	407.1335	316.7503	537.5372	370.6587	318.2787	410.9589	184.1996	322.5417	259.445	304.4554	320.2939	273.6585	278.0648	330.2581	544.0404	396.533	420.6697	406.7592	223.9619	414.9888	290.7861	187.1406	261.5955	227.8481	383.45	165.8836	256.7812	247.5907	272.4048	255.2147	319.378	251.816	294.7481	226.2142	331.3796	211.0517	283.0015	249.453	199.5981	660.2626	258.6041	310.1351	237.8378	449.5413	305.5982	198.3368	344.2891	308.1049	297.8764	239.6746	1162.546	245.9951	202.5696	233.5615	168.2909	163.5744	303.1956	261.8947	213.2785	300.5359	184.8133	356.6879	387.5862	213.6884	240.1015	291.7474	249.5849	465.6353	713.5055	700.5545	576.985	387.184	357.6384	484.0067	358.0139	265.4525	290.9747	247.1613	340.1636	421.8901	288.4086	572.0709	246.0662	178.6422	405.7013	341.7266	295.712	265.6317	271.4523	207.4186	273.3102	360.8137	220.3024	353.8196	648.9306	304.3932	271.6157	434.1353	548.7649	454.1572	285.3376	399.5327	471.1111	298.153	231.5908	384.1557	354.4949	295.8783	305.8755	330.8436	263.2017	994.152	334.5428	285.2564	376.6376	290.7063	244.0261	405.3048	351.6592	415.1786
LAMA5	3315.6282	11606.5282	6635.9757	9760.871	548.4192	1208.6714	7337.1824	5282.447	14696.5016	3122.9557	1069.6333	3129.7491	3758.1032	3667.3826	5616.4306	1587.4016	8089.4401	6323.3503	1416.9885	4145.5399	239.4145	362.5674	461.8327	1731.2275	2747.8322	5153.7578	5365.3702	4210.8693	5814.3309	4624.1398	3751.4934	2016.4589	2105.7126	2173.9264	2811.9563	5169.2638	2579.2759	4671.3362	4450.5475	4548.6079	5041.1201	2016.7665	4936.5147	3377.7938	2722.2453	4421.0738	3289.218	3463.8614	3999.5678	3144.878	4249.8826	2476.9358	1388.4482	2843.4453	4513.5093	3917.2035	970.0477	3309.8434	3603.1276	777.8359	2710.0451	654.3753	5557.8985	1224.4308	4814.2521	1013.8682	1915.7535	859.7137	4718.8995	4456.7351	4237.9421	3157.1524	3543.2822	1785.0267	3438.8974	5125.8206	2688.2117	3516.8108	1464.9941	2376.3514	2771.3278	3532.1101	6439.8006	1402.4948	4355.9107	3714.5411	3306.1197	6956.821	2255.6549	2899.2669	2686.9379	1874.5191	1617.6912	2909.1253	6970.3819	3871.5789	3317.2738	6286.1703	2169.4383	3560.0196	3291.7241	1831.9805	928.934	3311.5072	4162.5448	6776.0588	4660.8739	2875.5391	4208.3679	5805.4687	5095.1133	4271.0438	7005.2265	4084.989	3763.0044	4836.5461	2842.8655	5641.2729	4203.2367	4775.4184	3763.5175	1267.1314	4059.0741	3434.7379	2765.4611	4953.4282	6256.9961	9522.3316	17424.1097	3966.2741	5788.8169	6323.3774	4437.1414	4194.7054	4477.2926	9559.1672	4965.3253	12180.0465	5585.9705	4560.1636	3887.9012	4872.4714	4931.4221	8972.814	4601.0195	4043.1321	5001.6455	7364.2355	4099.3763	16529.2398	23990.2032	3963.9423	3799.1266	4698.8848	4262.1289	3658.4458	3816.2457	5943.2398
LAMB3	8172.6251	88.4273	115.3498	368.9013	6.8854	54.7945	77.3672	31.4298	0.9087	3636.7117	11964.1533	3537.6344	4034.8139	347.3458	8351.8414	9045.6693	20553.7267	25437.5635	4799.8889	16616.9014	10728.6984	6277.315	5348.635	4050.4295	11948.4979	12267.6637	23204.9364	11073.396	22841.975	6041.8211	7768.8172	3225.4364	7433.1567	12322.0859	4179.6616	11530.8974	13517.2701	10461.2069	9689.9795	26518.0283	31993.3855	9454.491	16943.758	8543.6193	13418.711	41678.6648	17977.9812	21202.4752	10662.6324	14397.561	11018.6316	30361.3095	23760.5621	11336.9447	10774.1835	30509.3075	5507.8285	9432.8859	14432.798	8777.5745	10652.7962	6737.4794	10575.3522	3083.1225	3314.9557	2585.9124	1756.5648	3938.6503	4218.8995	7059.0034	12848.8746	4877.179	4494.1389	2625.3119	4365.901	7211.1597	4894.5077	3045.4691	4585.8261	2652.027	8745.4759	8212.7567	2935.9663	17898.9605	3795.1698	4636.472	7589.9074	5348.5607	978.4324	8032.5821	13526.7666	10448.4851	8529.2354	6695.5699	12772.4084	7864	14167.4501	6668.3388	15879.1967	11267.026	3082.069	22686.3239	35919.2893	14658.6594	11627.0209	12173.9792	19907.15	24355.5145	37345.5458	29151.059	15043.6257	18931.8182	25504.3554	21113.6865	33990.0857	7323.475	8074.2282	13555.4484	23390.9874	14316.2628	14470.2454	13461.5385	21237.059	17052.9291	22923.8902	33576.1104	39274.4933	22125.6624	34649.6607	10169.7002	26922.9662	26255.0258	20929.0558	17230.4773	11164.6288	25098.8971	12028.7603	27978.656	8648.7342	21578.8551	9497.284	9932.7177	11958.4036	17903.3266	11629.2864	16820.7195	29853.838	12612.478	20123.9085	78807.6023	25666.5457	21810.0962	29584.0611	20790.3346	28826.937	33024.1973	17915.3046	16697.0663
LAMTOR4	9391.2155	2639.7626	2218.5439	2680.4325	2174.7419	3258.944	2487.2979	1315.5605	1213.085	1982.1621	2310.2596	1246.595	2795.9184	1132.8628	2094.6176	3954.3307	1317.8219	1549.7462	4686.4997	1769.0141	1654.4694	1747.6727	2091.4624	1736.7692	1389.8572	1476.0338	1407.629	1220.7731	1309.311	926.9455	1479.6894	811.9701	1177.2674	1061.0429	846.1173	910.2633	1287.1411	1365.3017	1748.3387	1268.827	1585.2717	915.5689	1717.9378	1439.0771	920.1663	1120.0483	930.4066	1344.5545	1244.8671	1624.878	1258.1807	1339.8787	880.4519	2239.4366	2215.1915	1433.4265	1352.6208	1425.0559	1772.612	1050.4443	885.7673	1175.5641	1299.1938	817.4919	1043.9975	1287.1582	1058.742	977.0961	1692.5837	855.3587	1289.3891	922.1557	1525.6988	990.0178	1218.9893	1095.733	970.864	947.1662	798.113	1405.4054	1199.53	1486.2385	1249.6166	1241.58	1579.0812	1784.8629	1304.1441	1214.6433	1073.1194	918.5447	860.3854	1415.6838	1023.988	856.4938	1166.7966	1264	1342.5382	1338.9579	1107.6247	1756.9819	1889.6552	808.6336	675.1269	1393.6459	837.193	1720.0101	3763.1579	3833.0253	2983.2451	2941.1091	1313.396	1057.6599	1203.3972	1337.1965	902.173	1981.5157	1351.3414	1035.1977	2074.2168	2184.3617	844.6545	982.7299	1411.7084	1472.2508	1537.6353	979.7326	4616.7487	1098.4103	932.0579	1006.9593	1664.9868	1164.8478	2400.626	1088.5283	1732.7511	1245.549	2030.8477	1244.4551	1078.0591	1706.7757	1802.963	918.6456	1189.4323	1378.2384	1847.544	1489.0658	1477.1077	1442.8822	2301.0395	1688.8889	1656.0232	1519.2308	1485.8079	1293.6803	1221.5786	1802.6989	1300.1486	1714.9235
LBX2	248.2125	5.632	1.0914	0.5362	48.1011	2.2343	4.4861	1.6837	0	9.9028	8.6527	15.9211	21.6086	7.7447	24.4873	19.1969	26.2813	21.3401	24.0295	31.9249	12.7862	32.3371	13.2151	4.9875	7.7078	19.0556	15.7068	31.2507	13.2031	31.2335	22.7001	9.4763	11.7786	9.816	12.9432	23.1059	17.4782	10.2371	18.9251	35.016	72.4066	20.3593	28.121	31.0022	38.237	35.3911	14.7505	12.3762	16.4253	32.9268	20.0407	24.2309	15.7693	29.5504	53.3167	21.907	4.0844	14.5414	22.9628	2.6137	9.0114	1.6511	9.7315	2.5298	7.1182	0.9402	6.0245	2.863	11.3636	9.3488	20.9325	8.2182	6.312	4.6346	17.9684	11.6575	4.0188	6.5162	3.002	13.5135	23.1539	9.1743	8.819	5.4054	16.706	8.1645	13.6398	5.0063	14.4555	14.8602	4.2827	3.7671	4.8726	12.4953	21.0444	11.5495	16.4512	9.577	9.4132	12.9201	13.1034	8.1991	2.0305	16.6602	16.604	29.1758	96.3257	33.2717	31.7083	24.0558	27.7478	12.2054	26.1324	24.6026	9.5815	40.3855	16.8758	22.1794	13.8392	57.362	13.6942	3.5649	23.501	15.4162	14.4332	7.762	19.1417	35.7835	14.7946	46.0385	16.3187	6.7662	40.0939	21.4593	19.214	18.2809	24.5854	17.4499	21.6034	21.7114	21.2346	9.5031	15.7392	46.2462	28.8091	13.2984	20.5208	20.7425	15.8004	9.3567	130.8853	30.4487	26.3428	26.7658	7.9652	18.7576	16.84	39.4388
LCK	34.7293	90.2077	31.0358	60.5899	69.8864	5.3199	84.2956	7.8574	6.8151	2486.8769	584.2604	279.5699	89.4358	27.0021	296.8839	217.3228	241.5559	80.7107	596.9824	76.9953	74.7517	1181.2837	1172.6656	453.3112	157.3093	2278.4276	595.3628	186.1745	297.0706	1526.2043	232.9749	263.3416	215.8422	268.7117	276.1347	231.0586	515.6055	298.4914	113.7131	313.099	883.6953	159.2814	372.3903	992.7902	203.7422	478.1822	136.5244	576.2376	325.0486	458.5366	237.9834	230.6422	105.1286	572.0477	238.2956	521.0307	326.7529	162.1924	439.9831	567.4334	191.8897	492.5702	405.4222	524.0332	288.9448	473.5564	558.5327	620.8589	471.2919	435.3256	342.9796	212.1091	1629.3959	380.3922	580.2961	564.0044	599.7991	730.3874	357.6713	143.9189	189.8942	871.9965	766.8712	531.8087	1029.9619	923.7187	1630.6201	183.3542	298.7901	178.9302	1979.4433	419.2805	215.1424	478.2279	440.3741	304.4211	391.8919	122.221	128.3339	319.9412	512.4138	209.5888	117.2589	538.1635	230.7087	568.0954	415.5909	756.6235	282.024	194.1647	251.5801	340.9091	91.0279	194.8124	272.316	144.1774	312.7152	383.3173	287.3014	88.4337	340.6074	377.8816	519.0832	470.1953	491.3988	81.9319	168.4734	506.4345	299.7847	214.1328	1173.9861	172.8891	333.855	251.2572	766.8122	82.876	162.3565	299.4039	474.6835	197.4299	290.8642	343.8874	129.2861	207.5719	250.2317	378.9177	116.1553	81.7223	986.2786	115.2047	206.0958	247.5962	291.4847	1507.0632	576.3939	139.1345	403.6652	66.9643
LGR5	57.2012	4.1543	5.6899	5.3619	3.0984	139.9122	21.3626	24.1336	3.6347	22.8691	129.7899	86.7384	8.4034	3.6821	46.4589	34.6457	15.5669	290.8629	343.9219	509.8592	27.1824	2.9397	38.9497	98.0881	139.0908	241.5422	150.3366	52.5278	221.7027	131.8158	151.7324	399.2519	1237.927	1261.9632	126.5222	253.0897	528.506	394.9353	91.8842	436.7869	388.9318	651.497	135.9182	774.3331	291.0603	2502.3125	13.6039	735.6436	548.9518	131.2195	75.7789	221.6678	30.0367	54.1712	541.5808	658.9854	85.7726	165.5481	309.3829	33.7167	602.7034	208.0352	75.8395	65.0524	50.6181	48.5779	158.5025	82.2086	50.8373	87.1671	56.806	12.7745	61.7674	98.7522	72.2818	50.8753	30.1407	2360.5508	228.1548	94.5946	328.0846	130.1879	69.0184	135.9667	39.9492	47.6758	233.1972	656.4456	39.979	129.7855	39.8287	199.6574	206.5217	118.8944	47.5448	40.4211	45.2409	31.9234	12.8648	76.4331	106.2069	110.1751	12.6904	233.6304	264.2664	77.0987	194.6375	85.0277	235.4513	139.7528	1909.0489	90.4882	167.2474	479.5806	16.1372	195.4053	10.2931	19.2864	13.2856	15.988	281.2925	206.3693	80.8104	498.4584	120.8358	22.4235	36.2486	39.3641	13.2372	56.2099	1195.5844	149.9138	5.7381	63.7632	61.1354	31.3194	391.5111	22.5012	13.7131	477.2196	246.4198	3.518	66.3294	22.6263	37.0714	24.9924	18.972	39.9824	56.1331	2.3392	2.9028	64.9038	22.9258	9.6654	22.4475	3.7227	76.2754	65.051
LIME1	9754.811	165.0089	115.6912	279.7913	127.2277	138.2631	358.418	35.9478	109.5139	1785.1213	158.1623	310.3513	231.7467	81.2396	1648.5949	322.6299	621.094	190.3503	1875.5461	1006.4977	147.3863	173.9294	588.955	608.8889	803.8469	1010.017	379.7981	432.1843	1130.711	515.6432	958.3274	162.1372	799.8086	401.408	355.3851	537.9366	729.6962	564.2996	1564.7429	1472.2821	1663.5079	185.1677	496.7192	1056.1355	654.3243	899.3002	520.3038	589.6238	1720.6613	1342.6537	549.1655	1043.5438	129.6498	955.948	2541.7068	1057.7634	73.9142	466.264	516.8935	33.2305	420.5645	109.1414	347.1144	27.8966	175.2097	26.9843	169.9065	27.1779	260.2512	121.9982	313.5584	43.489	569.6979	34.0963	266.683	418.3917	63.9752	485.7669	77.6713	402.6622	177.1939	484.443	464.4479	49.8337	956.9058	489.1955	481.4773	237.9787	181.9832	139.7203	120.9036	138.5283	33.6469	154.7217	338.0592	445.7179	368.6134	261.1196	55.8425	204.7477	529.8966	341.599	63.8122	533.7931	294.4508	770.5148	2811.2612	1889.3161	1357.1243	678.0015	951.6448	936.0648	1113.1272	341.3024	1454.9594	1458.2519	210.4211	596.5333	1382.468	1263.4824	449.4101	63.1348	374.9933	865.6475	329.4621	679.0082	1066.3009	2467.2748	1087.9304	321.9272	527.4922	949.575	521.4085	770.4374	1180.2227	575.9255	836.7204	1828.8805	189.6414	579.2815	920.3062	136.1873	2605.1658	1338.3521	1890.5005	853.2097	1247.2365	423.9631	430.8441	1009.1696	1213.7228	556.9712	1075.1856	281.7695	443.4468	638.5389	316.528	642.5255
LIMS3	1.0215	14.7003	0.5793	3.6461	0.6885	4.2559	6.6686	5.8762	1.363	19.0239	67.9893	6.4158	54.6279	4.9095	28.3909	34.6457	19.099	61.3249	17.1886	4.6948	4.3701	3.1945	0	20.3436	21.6694	5.7373	6.9484	7.5933	3.0422	13.5416	14.0323	4.0698	2.3557	1.5337	2.0686	11.6335	8.5851	8.944	1.1219	4.3405	5.6003	6.8503	7.614	5.0469	3.3805	20.4906	14.8816	15.2129	4.236	9.3122	19.9092	20.9104	1.5018	11.1918	3.1588	13.0613	14.1661	23.8143	3.2079	6.2729	10.5142	16.9675	5.486	11.9986	6.4933	13.9904	11.0471	25.9387	29.5873	12.3308	51.1147	25.8629	6.2759	15.6078	18.0378	6.3567	15.3382	10.3106	17.9693	13.2095	11.0834	10.45	9.4709	13.0187	18.4057	35.2682	11.8887	6.2578	96.5071	7.8007	12.7837	14.3188	24.9775	16.0318	13.7101	23.8947	41.6392	28.991	33.6178	34.4194	27.3103	26.5086	17.2234	20.341	11.9934	3.2716	18.3366	17.252	21.8698	6.4092	13.1895	27.8662	9.4207	13.8079	5.8447	11.6398	16.6455	6.2681	22.0929	4.8264	5.2839	4.9869	8.1511	12.0195	20.1259	13.9327	14.0628	18.5011	13.8524	9.1542	6.2251	6.5537	12.5196	27.9116	14.7642	43.9195	1.8323	13.34	16.7352	24.1589	29.1704	17.3879	16.9758	8.5291	3.6098	14.0643	4.0461	22.6406	10.5322	15.2339	6.2083	4.4151	9.7162	49.7323	15.1846	2.9409	14.6211	14.4834
LINC00235	1.0215	0.5935	2.0691	13.941	7.9182	9.0438	4.6189	1.6837	2.726	1.0637	0	2.8674	0.6002	2.4547	2.8329	0	1.0736	0	0	0	0.5227	2.4498	2.7821	1.6625	2.1021	2.0601	1.4959	1.3298	2.7507	7.4113	1.1947	0.7481	0	0	0.9489	2.1494	1.6646	0.5388	1.5229	1.8257	2.2048	1.1976	2.1304	0	0	0.8043	0	0	2.1612	2.439	0.6263	0.8974	1.5018	1.0834	0.5038	2.3683	0.6807	0	1.268	0	1.3252	0	2.4807	0.3614	2.9	0	0	0	1.1962	0.5097	0	0.2661	2.2543	0.3565	1.2251	1.6411	0.3349	1.601	0.4289	1.3514	1.8801	0.4369	1.1503	0	0.7263	0.5959	1.32	2.5031	1.0521	0.8146	0	0	0	0	0.7794	0.4211	2.3502	3.1923	0.3138	0	0.6897	0	0.5076	0.7749	2.0974	2.0289	0.993	1.2323	0.6468	2.291	1.2332	0.4209	2.6132	0	0	1.0562	2.9409	0.4822	0.5536	0.9993	2.5902	0	1.6492	2.0555	1.3426	1.2937	1.6477	0	0	0.5353	0.48	0.5744	1.5649	1.5182	1.31	3.3729	1.3916	0	0.5274	1.1682	0.4938	1.3193	0.5621	0.9838	0.4634	0.8062	1.9359	0.4394	2.079	1.1696	4.3541	0	0	0	0.7241	0.4653	0.9906	1.2755
LINC01124	48.0082	35.6083	1.0345	9.1153	1.0328	215.9862	38.1062	29.746	27.2603	8.5094	18.5414	17.2043	19.2077	15.9558	11.898	9.4488	15.0301	11.6751	12.7657	25.3521	277.5745	487.5061	296.9918	5.5417	21.0213	10.8153	56.0957	22.6069	29.1569	17.9989	11.3501	30.1746	28.2686	17.7914	17.0805	6.4481	10.4037	8.0819	2.5382	44.7284	44.9785	13.1737	25.1385	9.3727	23.7006	20.9129	11.6604	10.396	29.8249	46.8293	31.9399	7.1795	3.7546	10.8342	23.6784	2.3683	9.5303	10.0671	15.2156	9.4093	57.2489	4.4029	15.2388	6.5052	5.0091	8.1486	8.9201	31.4928	10.7656	3.5682	7.5027	3.992	19.8377	7.4866	13.8846	14.2232	6.0281	29.4589	6.8618	7.4324	15.0411	15.2905	57.8988	5.4054	14.527	16.6865	7.0399	21.2766	9.4687	27.6948	17.9872	89.6575	8.2459	11.738	15.5885	10.9474	11.7509	19.154	13.1785	3.4297	2.7586	22.5475	15.736	3.8745	19.2257	20.7963	23.3366	17.8681	16.8179	13.7462	59.1953	6.734	12.1951	7.7263	4.5386	10.0343	22.5469	15.4291	4.9821	1.9985	11.9148	8.3181	21.8518	6.1665	23.8315	26.3044	14.0051	30.2801	6.2293	21.9486	9.5992	9.1901	27.1257	61.1064	30.131	13.0096	169.7785	9.6434	4.7468	5.257	39.0123	3.518	17.4255	9.8375	23.633	6.8528	24.7798	6.1511	50.3119	5.848	19.2308	29.6474	14.1921	11.8959	18.1028	7.9107	10.8965	3.8265
LINC02693	41.8795	488.4273	681.2363	518.4994	885.4577	817.6619	557.7367	1818.9982	854.6115	236.1363	141.3267	289.6057	174.6699	395.2133	220.3966	188.9764	141.7128	115.736	82.6013	64.7887	182.436	183.7335	84.1593	210.0305	250.5036	136.479	208.3022	511.98	196.3966	171.5193	232.3775	165.3367	135.4535	106.4417	233.4335	120.3654	106.1174	177.2629	79.7007	83.0671	59.5304	95.8084	109.0754	91.5645	65.2807	88.88	182.1945	88.6139	95.094	156.0976	216.0639	102.3082	97.6194	134.3445	48.8682	101.8378	263.4445	269.5749	341.9273	232.8803	179.4328	331.3154	206.6094	412.36	604.2531	470.4223	277.894	453.5787	240.4306	321.6516	201.5005	641.1178	382.3264	389.3048	272.3839	181.0722	364.7019	328.8505	251.3134	491.8919	158.8719	296.6361	375.3834	372.5572	253.4956	275.9237	315.4762	376.7209	704.3661	389.085	290.7923	212.4656	357.5712	238.546	242.4006	220.2105	297.8848	325.6185	390.3357	261.6365	324.1379	303.3657	259.8985	272.7625	259.023	112.6046	96.3257	79.4824	118.3725	81.3315	175.1195	147.3064	190.331	155.0773	190.6212	141.0087	353.3976	219.3828	151.6774	132.9003	213.43	200.4278	113.7943	234.8407	190.3164	292.7986	169.7092	194.5496	72.4155	111.8844	248.6201	182.6536	226.3954	267.198	170.3057	95.8856	129.8852	75.7694	221.519	286.7991	319.0123	161.8294	149.5222	78.7003	99.6293	193.893	112.6706	124.3409	201.6632	216.9591	107.7649	298.8782	153.9301	150.9294	142.6503	121.4518	195.1461	240.4337
LIPG	60.2656	11.276	157.7654	149.0619	5.5083	305.3598	47.3441	225.6209	54.975	212.7354	317.6761	253.7634	306.7227	71.1875	328.0453	151.1811	387.5631	475.1269	205.0015	153.0516	273.3926	274.8653	414.5366	713.7711	122.6242	262.6578	192.5954	367.6947	480.2641	413.4463	201.3142	207.7307	148.4099	111.9632	511.4661	218.6996	598.4186	487.6078	234.0256	167.9598	425.0909	419.7605	238.1764	112.473	230.3534	450.0302	545.1259	549.0099	268.8567	237.0732	272.4284	395.7713	511.3755	466.9556	171.2907	351.1036	328.7951	183.4452	205.41	765.5515	182.6133	592.1849	479.4897	429.3459	453.7171	742.4587	398.6579	403.681	361.244	654.0079	351.5541	801.0645	1125.789	1041.7112	514.9566	490.1532	757.8701	280.4995	709.3385	345.2703	156.9918	179.9913	233.5123	645.738	328.3094	928.4863	576.833	246.5582	246.1862	241.6508	466.8094	417.0202	172.039	436.1984	310.2104	384.8421	603.4078	233.0407	748.3527	243.998	235.1724	115.8119	192.8934	253.7776	419.4704	176.0081	74.9752	303.7585	273.6151	225.6664	286.1107	680.1347	310.9756	396.2472	598.0867	271.455	389.1785	215.5256	241.9089	493.1302	276.8892	367.1869	94.0039	544.7071	196.3581	221.216	230.6727	126.4194	113.6846	179.3362	1032.3974	146.4675	142.41	250.4981	307.8603	244.7733	218.0216	221.7977	543.2489	140.1869	263.7037	585.752	170.8825	134.7742	137.164	366.0183	497.1445	436.7311	138.8773	1358.4795	75.1089	308.4936	82.9694	1052.7881	349.7466	179.1531	1110.946	226.4031
