genes	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-11	CAS-DAC-12	CAS-DAC-13	CAS-DAC-14	CAS-DAC-15	CAS-DAC-16	CAS-DAC-18	CAS-DAC-19	CAS-DAC-2	CAS-DAC-20	CAS-DAC-21	CAS-DAC-22	CAS-DAC-23	CAS-DAC-24	CAS-DAC-25	CAS-DAC-26	CAS-DAC-27	CAS-DAC-28	CAS-DAC-29	CAS-DAC-3	CAS-DAC-30	CAS-DAC-31	CAS-DAC-32	CAS-DAC-33	CAS-DAC-34	CAS-DAC-35	CAS-DAC-36	CAS-DAC-37	CAS-DAC-38	CAS-DAC-39	CAS-DAC-4	CAS-DAC-41	CAS-DAC-42	CAS-NEN-1	CAS-NEN-2	CAS-ACC-1	CAS-DAC-5	CAS-DAC-6	CAS-DAC-7	CAS-NEN-3	CAS-DAC-8	CAS-DAC-9	NPC-4	NPC-5	NPC-7	CAS-DAC-65
FXR1	28.6998	37.4277	28.2807	34.6248	32.1483	45.2218	43.3624	52.4695	25.318	51.0666	30.0334	55.3452	28.5591	28.0058	42.9258	26.2089	30.5105	44.6778	24.3566	28.2643	37.2259	30.6654	49.677	30.5821	36.5831	41.4131	38.8705	31.0745	28.4916	29.5688	38.7135	14.5221	34.3649	31.2766	22.5173	22.0816	21.3663	23.7442	31.2386	48.2061	25.9875	24.1332	30.8631	22.296	19.8565	21.6253	18.6698	22.8705
PCDH1	18.6461	31.0735	23.3269	25.3769	40.4146	34.3977	18.7755	23.9084	25.4631	20.9625	15.9173	22.2211	46.1804	32.5473	32.345	27.132	25.6718	21.7955	26.7859	27.428	20.7463	33.4792	47.9257	38.017	28.1166	21.3558	24.9363	24.6436	16.8766	14.6126	21.8061	32.0921	23.1975	24.5764	36.6667	20.0918	0.910084	5.38796	26.2412	12.1839	20.6101	2.70401	27.1908	25.0823	18.844	25.3204	8.47105	17.1901
SKIL	12.5329	6.52977	7.95816	7.20897	22.3527	39.9618	10.662	36.0791	4.94905	7.94688	10.8393	33.426	8.1747	31.1462	23.1546	6.02494	22.2356	12.5469	3.49328	21.9562	3.33387	5.17477	11.8737	8.98855	5.68431	28.3637	8.48695	1.69603	4.04708	7.03452	3.42166	4.7171	2.8987	3.67251	19.5586	9.89481	4.35256	8.2413	8.6139	8.54375	10.9901	5.58972	14.8285	5.80222	3.27069	3.93112	2.63039	3.41832
OLFM2	0.14941	0.142318	1.73093	0.972105	0.0491783	0.420226	31.5089	0.126396	0.47505	33.6423	0.496821	0.126015	2.96068	0.0853618	0.3406	0.272845	0.158597	0.437273	0.13047	0.41622	0.375907	0.450615	2.20002	1.19318	0.126906	0.41394	2.83536	0.135711	0.105308	1.18429	3.32296	1.3622	5.20327	0.182965	0.338929	0.300609	1.37537	0.300069	2.76959	3.43717	2.28312	50.7811	0.7791	1.49807	0.592379	0.860052	0.31692	0.341185
KCNN4	20.6243	13.9166	6.59995	7.80669	11.3235	8.42385	4.3843	14.3008	11.3648	11.393	9.90663	7.671	10.5861	8.79388	5.68387	59.7052	16.501	24.0872	27.3713	17.1029	8.60546	8.33623	16.5782	7.55784	21.1043	13.0455	6.09359	10.7512	5.73845	10.9302	9.33017	2.87622	19.0274	6.59758	16.4028	0.138577	0.0628367	0.356356	7.11503	8.33325	16.4628	0	8.21187	10.1805	4.59163	3.3078	0.17729	0
MVD	31.9802	25.5701	15.9157	16.1327	22.1738	14.0764	14.7527	17.9152	19.4647	27.8752	18.8563	9.43496	18.293	13.2016	17.6122	16.7918	11.4879	18.7578	15.8105	22.7141	15.3443	31.0689	28.0591	15.0602	69.9514	7.773	10.359	16.9165	12.2525	13.5582	23.7259	23.9534	20.3612	27.2907	12.7093	17.5099	8.3514	12.5402	16.1939	13.7956	19.322	6.68556	16.0256	24.8151	21.0147	19.1566	20.4752	19.3213
TTC3	30.9831	13.0064	34.5832	30.1433	27.11	20.6665	26.6888	14.3155	14.4382	24.7801	24.9638	14.2179	23.8739	14.5749	10.013	26.1757	21.2681	33.8475	23.2681	26.4767	44.2034	22.0714	32.1449	26.6263	27.0658	34.6974	37.0858	16.5971	24.0951	13.5394	26.0414	12.9034	34.5435	36.1573	11.5342	22.0106	32.5081	36.2461	46.9568	22.2342	35.7886	52.3403	27.1165	37.2359	32.3334	36.973	26.5837	30.0128
NDUFA12	34.1375	33.9247	32.7365	31.5922	24.9253	47.0635	31.3618	44.6185	43.042	27.3241	35.4244	35.1079	19.2717	36.9192	24.5346	47.7614	25.3262	26.1492	25.0948	32.2938	32.882	43.8804	35.269	24.0684	37.8232	32.0961	34.6509	32.796	39.9755	31.2693	38.3806	13.7368	41.6165	19.1043	20.4749	26.1377	12.5098	13.3931	38.2573	31.683	33.3321	28.758	34.7711	25.515	11.0215	11.7994	12.1275	14.8047
GAS6	13.4626	10.3763	17.6044	18.246	6.72524	19.199	23.8534	22.5716	9.07988	28.1491	6.2701	7.45109	11.9044	16.0288	11.5635	8.836	7.6124	12.1339	17.3043	6.99777	5.83265	15.2373	6.52406	21.7605	12.1036	3.20752	14.5979	10.2333	9.63583	5.78622	14.6582	8.0558	11.605	7.98382	22.9174	4.55333	2.27774	0.183007	27.4373	33.1496	14.8307	3.81852	4.73341	13.5281	29.3375	44.6027	38.4462	0
DYNC1LI2	32.9461	34.5277	37.5444	38.4651	29.1213	46.9204	45.4488	29.4804	34.7792	78.4424	30.6348	26.2939	22.3307	24.9457	21.7298	27.4263	34.055	30.9429	33.2794	30.2711	45.0642	24.917	38.2316	21.8921	20.6028	30.0183	31.4313	28.8935	37.7486	33.0661	38.6092	37.4368	37.0068	32.3604	37.5154	40.1182	24.3045	13.9885	35.8665	42.563	41.1154	31.6263	33.4637	39.1394	36.9157	39.0164	35.0123	36.6779
PTK7	5.5199	9.88499	7.04334	9.24984	15.6801	6.07079	9.78755	6.19262	0.0854819	8.79919	7.32651	6.9732	6.29997	22.0361	15.4319	13.7896	10.9711	19.8257	42.1963	4.69529	2.61078	12.2912	2.19581	37.3317	4.37166	14.9043	46.3657	15.9466	13.2739	0.310529	6.59626	12.1534	8.45402	8.99638	0.0287489	13.2516	15.8077	0.953969	5.88979	9.47423	6.36975	8.48643	4.35396	9.73075	8.53027	10.1962	16.5911	28.6517
PSMA2	30.8525	27.7788	25.571	30.134	32.0253	24.4173	20.7097	42.0696	31.8863	32.7705	25.2283	31.2536	33.8281	30.0321	26.8117	33.9035	25.1041	32.1588	33.1932	28.6201	31.1477	43.0401	44.0011	36.2844	61.6572	23.998	34.2009	45.6852	32.5053	25.9601	43.4005	30.9854	33.705	20.7601	20.0623	20.438	16.1037	13.7151	30.4701	37.5124	32.1105	14.9071	29.095	27.1227	10.0052	13.2679	15.3147	11.7723
CLASRP	15.0832	11.1923	18.4753	17.3596	13.916	22.5045	30.2171	15.2552	19.293	25.4089	23.0223	12.162	12.2368	36.5868	8.65683	36.5418	38.1947	14.5692	25.4787	16.6141	11.7955	16.1348	17.4449	15.5741	13.8372	65.8865	13.9693	20.1883	18.9306	18.201	19.4546	15.4048	16.4278	10.8222	18.6816	14.7584	24.473	17.2696	18.3348	20.3672	15.4342	10.1851	18.2108	18.3835	11.6151	10.7631	17.1558	39.2199
TIMMDC1	28.7659	23.1521	22.6128	25.9767	25.8183	26.3937	46.077	30.7945	30.8224	55.3156	34.53	30.6728	31.4715	30.2127	23.7351	23.8998	18.6668	23.096	21.2643	22.8394	27.3319	25.5671	56.2476	26.6078	38.8445	27.9681	24.6736	19.7228	21.9419	32.2085	38.527	13.9854	29.4172	29.6408	13.3852	20.8148	9.73026	22.5473	22.7284	40.404	25.1391	11.6505	33.9637	17.1983	19.8611	24.6945	14.8261	28.6087
ALKBH5	10.3463	19.8141	25.2823	25.2121	11.8827	11.6197	27.4927	17.2762	9.62983	26.153	8.85131	11.4101	13.674	17.5537	12.9005	14.1949	8.7296	19.0775	22.3982	8.85455	12.1593	51.6393	10.5318	14.2138	15.0398	9.85523	15.1316	16.2497	8.97547	42.1297	11.1656	16.2285	12.7657	17.6856	7.78031	12.0289	29.9491	28.0176	27.6213	23.605	26.9774	24.0278	9.5303	41.7399	13.3136	15.0989	11.6074	23.0881
RAB1B	55.0316	41.9865	35.27	35.2116	50.9741	49.2892	51.7805	58.5228	32.2622	37.8583	39.8859	39.4732	37.0212	37.8101	42.2503	37.1747	35.5011	51.594	46.3005	29.5282	35.9403	46.3616	30.1809	46.3947	43.9526	37.269	44.694	53.1871	38.8747	26.5929	23.2878	50.3481	40.1036	41.9668	31.4049	22.0308	15.6921	21.3424	32.3191	42.4795	30.489	39.6162	55.7799	42.6069	33.3259	35.5052	28.7518	28.2329
UBE2H	35.4911	40.9829	27.1248	29.8156	25.3559	53.4547	17.4994	52.4707	40.1366	23.8289	37.1523	23.9039	44.3296	32.1686	17.3982	26.9134	20.9984	24.9845	29.8058	37.1207	28.2496	26.5725	30.3339	33.1351	34.9861	28.6326	32.5113	21.6017	33.4447	31.436	28.192	38.7612	28.2028	34.0038	18.5838	12.7921	6.74336	14.5779	22.128	31.626	25.5917	23.2029	40.4003	19.2362	34.0383	43.9887	21.4284	38.6129
NCOA7	36.9843	14.314	25.6553	34.5508	10.6986	13.1209	24.9534	11.4976	11.0343	17.9794	41.2893	6.18496	12.0801	32.2606	8.56743	16.1496	20.6057	15.9218	21.7447	22.2631	29.5727	22.1834	16.5357	16.546	17.5804	12.2852	15.4168	13.1228	11.0541	26.5322	17.8828	13.5404	26.5422	22.1189	32.4708	13.0849	3.78521	5.80003	29.2512	28.9441	31.9432	11.479	36.1141	10.0424	6.67731	8.64099	5.63635	8.51631
SNRPC	32.4487	24.4119	27.6522	29.6606	25.6034	16.9947	19.6725	21.2302	30.8579	22.5376	35.2203	22.5893	12.0558	24.8916	21.284	33.8697	22.0829	28.2009	38.4306	23.6721	29.1477	33.5723	16.3612	35.8634	30.3547	30.9721	67.6883	29.9128	33.4492	20.8465	25.9207	33.4104	36.0937	19.1361	17.0719	20.5044	32.2078	36.5745	32.4276	22.2657	30.4623	18.8853	31.772	29.4264	9.04536	10.8498	12.9586	27.0965
ASCL1	0	0	0.792903	0.0212927	0	0.0717846	0	0	3.22823e-16	0.032716	0	0.0228623	0.00804983	0.0363756	0	0	0	0	0.010375	0	0.0125643	0.0509764	0	0	0	0	0	0	0	0.0110374	0	0.0207607	0	0	0	64.6466	0.0194813	0	2.71868	0.0106763	0.0118389	12.6499	0	5.4286	0	0	0.00966471	154.356
HMGCR	19.4906	43.3343	37.2032	35.3554	26.4806	18.5491	35.0877	31.1611	42.0634	28.0319	34.977	26.7575	34.3468	10.3692	33.2921	27.6169	24.9692	22.8269	28.5965	37.8617	27.9124	43.071	31.9414	32.3781	58.6467	23.6537	35.6265	25.9194	24.8369	24.8958	43.3518	39.3585	42.9135	36.3297	25.0414	35.7307	14.1718	14.1151	44.197	28.3008	29.3425	32.1785	33.1466	49.7846	26.0301	31.7895	47.1118	16.911
PDLIM7	15.191	21.5662	13.6993	17.9208	45.773	13.207	8.76156	33.0271	15.891	9.2159	38.658	12.8204	23.594	7.88932	18.5281	26.1731	29.9572	11.0869	19.8142	27.7239	6.45503	21.2092	22.5447	23.1661	14.0031	33.5521	9.70957	9.79748	21.4299	6.15341	5.3324	18.2613	11.8445	7.71986	35.0305	6.04124	14.9897	10.4824	6.18815	11.4607	14.6434	1.89475	20.9094	9.40895	15.7659	16.4797	16.9101	2.38383
TNNI2	0.0694282	0.652738	2.60802	3.61324	1.75241	27.1276	1.00994	9.47114	2.30038	1.72331	0.320423	7.55055	1.13213	0.917904	11.9357	0.342218	5.34272	31.9281	1.58906	1.00318	31.4739	6.05457	1.6413	7.73371	0.916012	2.18915	4.1572	0.435258	1.62972	12.1623	0.103762	1.75924	5.8138	44.924	5.05327	0	0	0	1.04244	0.629353	13.9057	0	0.163537	0.41603	7.33394	2.79505	9.34356	0
RPP21	8.86085	4.79774	3.97145	6.04146	7.64789	7.11089	26.5301	13.6802	3.0894	26.1071	5.75012	10.9129	8.52715	7.63402	6.98304	10.3962	13.0524	8.83734	26.6308	9.38904	12.9233	5.44858	12.3977	27.0561	10.1589	17.1495	53.1234	4.44619	16.8534	7.87653	6.79447	1.64901	20.7133	6.79356	3.62579	1.63064	3.34922	15.8317	7.86403	27.0509	12.6027	4.67384	8.88325	4.01433	4.22899	3.16295	1.5481	12.4284
BTG1	14.9217	18.3058	16.2065	13.8952	33.4526	10.9803	10.1929	16.7346	16.1627	9.90683	17.8689	15.9741	14.4332	18.4285	13.9222	15.0981	10.5724	14.768	21.1658	11.6564	22.8079	23.6296	5.90976	22.1962	19.7009	15.4213	27.9324	15.6212	10.192	24.6115	13.6485	16.2015	21.6049	29.4562	13.8304	46.0316	12.5372	61.4669	21.4297	13.4692	18.9079	18.0299	23.516	30.4422	14.3645	13.251	12.0755	39.9732
KTN1	36.9483	55.7093	38.2279	39.4292	50.0636	45.8369	29.4854	48.9278	40.3003	29.7108	38.0765	50.9322	43.4494	26.7225	37.6803	36.4749	42.2081	27.2778	28.7079	36.4834	36.508	34.1869	45.4656	27.5875	28.6844	50.8349	33.717	31.9772	35.4938	57.0646	25.4695	19.7582	37.7034	34.1265	37.1821	30.1939	16.6938	43.2026	39.5534	25.893	31.8315	49.9852	49.1406	26.9638	19.5793	30.0308	28.2956	11.9095
RBBP7	43.3741	36.8108	36.5447	38.1114	28.1201	38.4388	17.1611	42.0389	45.9233	21.3179	28.2157	40.8841	38.115	19.9416	26.3441	31.5533	33.6514	29.4022	35.3769	37.6122	35.2657	36.9276	45.8285	32.306	35.4812	38.5676	46.7726	41.8338	37.9192	37.6739	42.6835	33.8717	41.0868	24.2879	23.9067	26.899	49.2784	57.2572	39.3709	22.1726	28.1171	22.4529	29.0653	31.362	15.0606	15.3554	15.8143	24.5613
PSME3	42.1923	37.0563	37.3496	33.5653	33.0413	31.315	27.3644	40.8643	60.3359	29.996	32.4226	29.6807	40.882	32.823	18.5494	39.3234	29.505	32.3257	41.9258	35.264	35.1702	41.8027	53.8665	38.9647	60.7552	30.2338	42.4901	52.1034	40.022	31.6942	45.615	53.0673	46.94	27.8798	29.3913	30.9811	35.2375	34.955	41.7071	33.0632	37.6926	25.2203	35.8766	38.9439	18.9393	25.3164	17.5458	39.4033
RAB1A	47.0734	44.9953	34.8469	33.3481	36.9898	37.1678	33.3409	60.4944	47.6917	30.1551	28.238	45.577	48.0073	31.3014	35.6383	66.0805	27.4347	43.792	39.6529	42.5222	44.4068	38.2563	56.8725	40.1117	43.5094	27.7665	43.1296	47.8533	31.0083	44.322	35.993	49.3074	42.3958	41.3714	27.9175	39.9937	17.5851	38.9015	35.2063	31.815	51.0944	29.564	47.3396	47.2207	33.5325	39.1364	21.14	14.1153
RAD23A	19.6297	27.1188	28.2752	29.3251	36.1787	17.4845	28.1723	17.3124	30.1237	35.5011	34.8135	27.454	26.7218	18.0614	14.7149	25.138	29.4096	21.4875	25.4457	30.1966	27.2367	36.9138	66.5558	25.8705	31.3272	23.612	25.2038	20.9105	34.508	20.1072	33.8163	28.2569	37.0446	20.0084	13.8839	23.5951	23.554	20.2592	29.0274	30.9939	14.1243	19.3615	31.6324	26.7446	8.1834	8.46011	11.1156	76.6473
ST3GAL4	36.7752	4.43264	10.7623	13.161	17.0661	7.55027	22.5087	19.0269	6.47696	21.8423	18.8402	1.52973	19.4761	19.5789	1.19771	12.0585	16.2254	2.39175	5.28571	3.57981	0.242846	21.3145	7.807	3.30235	1.92381	5.80622	0.262461	7.00952	4.10071	5.00764	7.95409	22.7651	6.07821	0.51278	13.0895	1.7917	2.95963	19.0204	9.50193	19.1323	0.534908	1.9564	39.3455	19.2231	1.21021	1.28444	1.28646	2.35223
TMEM256	20.7027	30.556	9.09019	8.11963	17.1292	19.6999	12.6441	24.3504	16.7332	7.04266	9.07789	18.7189	28.5424	15.1918	24.6781	22.4482	8.74181	42.0263	35.136	14.0494	13.1143	15.7424	15.1529	37.4181	30.5316	8.44837	24.8265	37.2891	14.368	10.8332	8.40205	13.866	11.9168	17.1924	13.8037	16.5137	20.0115	47.1165	14.0846	9.17014	9.92766	23.2526	11.2281	19.9005	18.5672	21.9656	24.7826	10.3656
MEG8	0	0.00720403	2.00427	2.1319	0	0	0.0810172	0.0606669	0	0	0.0376792	0.0159967	0	0	0	0	0.0763228	0.0105806	0	0	0.00799803	2.4129	0.0794147	0	0	0.0816666	0	0.423556	0.314259	0	0	0.0598468	0.0660701	0	0	0	0.0857577	0.108844	1.39038	0.0241307	0	65.4425	0.0171414	2.7389	5.35257	1.35283	0.953627	0
BUB3	39.8208	33.676	38.683	39.0463	44.3254	31.3283	22.1427	52.8335	35.8214	26.6759	38.2416	50.2617	46.5369	31.0053	36.6291	35.5858	37.3009	30.0181	45.6649	43.2173	29.1344	51.778	38.5691	37.0412	36.564	39.6856	37.7514	36.7233	38.2739	30.8775	52.3445	53.0031	40.3258	25.9953	31.4945	32.5123	50.244	40.9291	44.5484	26.5651	24.195	19.7142	42.5209	45.9633	16.0377	18.0539	19.784	36.9472
SCEL	1.9511	9.32553	4.68334	13.1886	12.9328	12.6639	4.60784	0.343093	5.83307	5.16287	3.64648	0.51774	5.54932	1.30206	0.219771	4.95679	9.32051	0.950844	2.21107	26.4778	1.48863	15.3885	10.5107	1.53289	1.03752	1.194	1.29293	1.78123	3.78955	0.558237	0.143008	0.0735304	2.03569	1.21396	20.5595	0.17322	0	0.251837	3.00475	8.48454	5.45095	0	13.5995	0.850285	24.2892	53.4072	5.02511	0.109078
SLC7A1	12.3827	23.3141	15.878	15.829	15.9677	7.55809	9.28683	21.5964	15.8645	8.95622	22.3072	14.199	19.8181	14.9125	16.6134	13.3671	12.0017	12.4786	18.5568	13.6131	15.1432	17.6987	16.3884	17.0772	16.9794	13.5573	19.0664	15.4745	11.209	14.2461	20.6489	73.2886	23.0926	17.6557	25.4216	8.60533	16.0319	11.8105	22.5553	8.99613	20.0517	22.076	20.5874	21.4094	13.0396	8.74435	10.0999	23.5967
P4HA1	8.50926	19.7499	8.08659	10.0479	14.2742	10.5579	16.8223	18.0328	10.8253	9.07458	14.8629	13.4941	9.72754	12.3716	33.7906	12.4834	14.7955	15.3286	11.9485	10.4052	21.7002	34.9402	5.9561	17.0977	29.2959	11.5554	23.397	15.6706	11.9959	13.5129	10.3464	16.3826	12.5628	62.7319	9.88757	25.3266	10.0114	22.8169	12.2053	8.24705	11.0167	4.78171	15.9981	15.335	12.413	17.1495	15.0132	5.31436
TUFM	41.561	50.6261	40.5855	40.3376	34.292	40.6062	35.795	45.8201	42.7724	41.2221	37.3823	28.3751	30.731	23.3245	27.0114	45.6112	28.8128	37.8277	46.8573	36.6395	37.4339	55.4428	54.1764	32.2687	44.8573	29.9097	42.97	61.5926	51.9057	36.3255	49.4699	55.2858	55.0727	29.8069	30.7484	25.9861	42.9294	52.0015	45.8267	40.0331	47.5481	25.1079	33.8905	49.9266	28.6497	32.328	32.1412	26.5016
HYDIN	0.033626	0.0934171	8.76209	12.6404	1.12205	2.07409	0.566816	10.4693	1.19083	0.348928	25.988	0.108709	3.78943	4.30542	0.00146349	2.05189	7.69795	30.9745	6.55233	0.867388	29.4094	9.5136	1.14946	3.14635	0.954776	6.41017	0.332293	6.83547	13.6727	8.50518	4.30605	8.4057	0.151384	47.7591	0.0543647	3.28992	0.486172	1.81236	3.07347	0.769487	10.203	5.31711	10.5212	1.85116	0.807696	1.3155	2.23673	0.716517
RHOF	31.1638	21.0942	10.6889	13.4813	23.7078	10.4901	8.9935	44.4231	23.5405	8.66702	19.3086	30.0166	22.317	9.98463	38.4754	35.1375	14.7496	7.00192	12.4703	15.5061	8.17816	16.0518	23.9169	14.5491	15.8475	13.499	5.74631	11.6171	16.8532	10.097	1.60699	20.9401	13.4639	14.0714	23.5238	2.56752	2.10141	12.0298	9.72187	8.60299	13.8198	1.08082	26.7702	10.8215	15.3309	16.3842	5.33431	2.64811
ACTR3	47.2829	58.0792	39.1861	40.0476	33.9796	39.1791	27.0323	44.4947	41.5056	32.3422	38.7757	55.7486	39.5126	28.247	39.9666	35.6907	35.5681	27.9859	33.7015	38.9312	32.8522	40.8542	54.3839	37.403	39.5473	35.1127	38.254	37.6717	38.7768	35.8364	41.1302	42.1915	36.3219	23.3073	25.4964	40.3713	13.5264	27.0366	35.1505	32.6824	53.4806	24.1079	49.4505	32.3478	18.3572	22.4539	20.3505	42.0182
BLCAP	25.8366	15.9458	19.662	20.4116	20.3212	20.2586	15.89	31.0333	13.7067	12.3074	22.2932	14.9396	24.4842	25.9024	14.5084	24.7594	21.6186	17.9841	21.3699	14.0441	16.3285	19.9444	14.7678	19.7142	24.1754	20.949	14.1722	30.4749	17.6417	12.6973	17.0777	21.0914	17.0632	22.842	20.8809	19.0295	9.64151	74.295	23.0096	11.829	15.8045	14.8661	28.1362	31.8611	17.6062	19.4298	16.1619	33.1078
BOLA2B	39.0192	43.6959	26.4195	28.7309	20.6401	35.9087	20.4567	33.0069	27.8296	22.003	29.4025	16.8421	26.2458	13.8763	15.0279	37.6044	26.0866	22.6947	30.6493	30.575	27.8577	39.1716	49.6848	25.8936	30.7134	29.374	25.2833	43.1938	35.6233	19.1112	38.2146	30.387	34.3222	15.1277	20.2037	20.1578	22.4516	45.5441	37.1714	30.2392	24.3453	15.8828	30.8618	33.8014	9.15316	9.9601	14.7764	25.1654
CSRP1	38.973	31.7317	29.5838	32.3354	25.9386	13.0649	28.8229	52.3742	23.2007	25.8916	22.4802	9.93574	23.3612	15.9346	7.89598	36.9734	30.1939	19.7708	29.4042	26.7583	12.0588	38.7003	28.5287	16.7202	20.0089	23.0221	11.8737	20.4929	28.3166	18.68	18.6553	31.9796	19.2412	13.8474	33.4972	21.7607	0.213514	17.6814	20.185	38.0449	35.1851	28.404	25.9744	19.0141	23.7907	30.3657	29.3041	45.7621
SDF4	37.889	30.729	29.7034	27.1891	39.4576	16.7972	23.1832	61.6842	29.6722	24.6637	27.2138	30.6525	34.5558	53.2441	29.2581	34.8671	27.583	33.3771	44.3534	24.6091	28.6894	34.6612	39.062	28.5923	17.3283	23.923	24.1346	33.5074	27.2074	26.5882	26.4202	41.6424	55.6966	26.4882	30.2355	26.726	13.6844	44.7775	27.3127	21.8804	30.6118	25.5429	33.6625	39.328	28.668	38.7342	38.7985	94.0685
ARPC4	41.2717	41.2129	29.1455	31.4336	36.6547	15.929	24.503	56.5759	32.1111	29.6678	33.6741	23.5971	39.6789	39.2008	27.227	33.4304	28.847	40.0868	30.144	24.8998	30.7411	47.5486	32.6516	44.6256	59.7652	21.5552	34.2937	37.9185	31.9681	33.9403	25.1659	52.6359	34.419	26.7484	32.0392	25.7691	15.2023	20.4881	33.2765	36.0869	22.6168	18.9493	33.7171	38.9358	26.8917	31.6084	24.4709	26.32
SLC4A7	5.18875	8.78678	9.32885	14.4359	5.72189	3.57351	51.1964	5.63793	10.5487	36.1011	14.498	6.58848	6.30811	13.1793	6.49038	10.7964	9.22039	3.89972	6.1685	9.07256	3.76712	7.39189	5.76741	6.4306	8.85038	11.9054	9.81103	9.24075	8.20704	12.1024	13.2082	6.99091	8.94062	4.34443	5.57226	10.0563	7.76536	6.10064	11.2659	43.8795	3.03139	4.1171	8.73395	8.47284	9.08692	11.0241	21.0274	3.40633
ODF3B	3.75631	1.29008	3.18965	7.13362	1.97276	3.12805	5.90959	12.5572	1.14695	4.75083	9.95014	2.82742	3.79133	4.67924	11.5471	3.21555	1.55143	23.6121	5.73319	4.8012	22.2	8.75128	1.48518	7.71577	4.72543	5.01667	1.64391	1.902	7.97169	22.8591	1.07641	7.22815	6.65047	58.6386	5.3776	1.94623	2.43904	1.33382	1.74555	2.90028	5.07864	0.121013	3.84841	2.37543	1.54458	1.11837	0.950522	4.47189
SEC31A	50.4328	49.1185	44.565	45.5625	40.0469	46.3982	48.8752	48.9139	48.7301	41.636	41.7799	40.2943	46.6958	38.237	37.4107	51.4372	41.4315	59.9213	41.8467	39.3806	56.5803	28.263	56.7041	35.3732	29.9062	48.0826	47.2718	33.5258	45.2355	46.0029	29.9742	22.8442	51.3984	24.9478	36.8836	46.8803	23.417	39.494	28.8757	35.8499	54.3597	51.7931	58.4365	57.5404	50.6861	52.64	39.6545	25.0493
ARL6IP4	37.9313	32.3227	36.1211	35.6389	39.8897	30.5136	28.8765	48.0649	27.2489	30.7815	27.9679	29.4103	23.621	46.4174	22.3446	55.2201	32.0424	25.2296	36.5356	33.935	27.6662	57.7965	16.1155	32.4779	32.7042	31.1495	32.9957	34.8943	30.819	26.7838	33.048	36.5494	49.7852	23.8834	20.7632	31.0038	24.2121	24.543	35.7928	31.8336	26.8967	25.0869	27.3562	44.9827	15.2979	16.4495	15.1678	31.9446
CTBP1	41.7621	35.2159	29.6815	29.1247	57.6777	45.9294	29.3474	61.6719	35.0825	32.965	35.6034	33.9167	36.019	39.1535	36.2783	51.3804	33.5356	38.4233	44.3866	32.3601	30.3225	39.742	41.2961	40.7983	62.0626	31.2584	31.3	39.9054	39.1419	27.7937	20.8594	61.9198	41.0426	41.4192	39.6559	40.5774	41.5871	38.1574	19.5934	37.4187	31.3274	24.6477	38.9429	38.9149	33.4355	31.9146	25.9012	143.017
CYP2S1	8.89854	11.1247	4.81196	6.09155	8.70165	8.31943	2.4528	20.7137	4.34536	3.88866	5.76549	22.8372	13.786	8.38397	27.0945	12.7501	5.24975	5.30596	10.0713	16.2004	10.6225	10.5574	44.1255	12.4329	17.5621	8.30928	8.62731	8.79983	3.60315	17.0753	13.964	1.55762	18.1494	5.33709	1.75401	0	0.306871	45.2802	12.7517	3.90557	5.38996	0.624215	9.41927	12.9846	3.91333	5.88442	4.55787	0
HKR1	8.09174	4.81961	8.12549	7.00469	7.17291	8.8528	16.4446	8.47978	5.6289	16.3772	51.2815	9.35897	5.97556	12.0217	7.24211	11.5365	8.01521	9.9884	11.4119	12.5048	10.6328	7.13552	7.443	7.41365	2.81708	29.2684	10.2753	10.2633	12.1726	5.39015	12.9234	8.42562	7.99564	10.0863	7.75861	43.2458	8.64472	12.3057	8.67997	13.1205	10.811	16.0758	37.3763	7.54236	12.161	12.0481	8.50181	12.9547
SESTD1	27.2469	17.8228	16.3341	18.9176	24.7626	11.0595	11.5668	30.5625	36.9494	15.2894	16.8051	25.2368	21.7267	9.39809	24.32	18.2269	21.308	15.9479	13.8478	22.287	14.6259	12.7614	38.0617	10.6122	15.2092	16.2839	4.23717	13.1532	16.3475	21.1135	13.1032	23.9894	17.3398	13.8078	28.533	26.1844	8.11186	4.48635	13.8766	20.7542	54.3425	8.45786	29.0129	10.6093	8.73588	9.86787	8.2087	41.7828
USP22	16.0994	34.8086	28.6575	28.3202	22.4998	19.8079	18.623	23.011	10.9769	19.5396	12.9733	15.1441	23.813	27.9667	13.6994	37.4951	12.8914	26.3022	35.0837	13.966	16.3265	36.0627	13.7463	26.5627	17.581	14.6251	27.3159	19.9529	13.6863	11.3061	15.111	18.7051	15.0313	15.7471	15.1573	43.7382	44.6661	21.8833	26.261	23.0571	25.4782	29.7636	11.9041	38.88	38.1251	41.4972	25.596	60.3843
RPSA	24.1607	27.7446	32.1962	34.1814	23.5442	8.06379	16.9482	26.3469	31.3404	21.2268	25.3931	18.9197	23.8126	30.8865	12.1472	28.888	25.8576	17.3281	26.9294	18.0852	12.2458	38.6261	14.1257	32.1345	23.7365	19.5799	37.1713	22.7268	27.6499	28.7347	37.0254	19.7196	28.5793	9.52543	20.4366	8.37992	48.9052	20.5392	41.4124	21.5812	9.56019	4.92567	19.8915	17.5966	16.2649	15.2191	13.1551	45.4399
